Location Name,Date,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles
Lincoln,April 30 2020,4,12,16,12301,12317
Lincoln,April 30 2021,5,13,18,12498,12516
Lincoln,April 30 2022,7,18,25,12518,12543
Lincoln,April 30 2023,18,17,35,12504,12539
Lincoln,August 31 2017,1,5,6,12025,12031
Lincoln,August 31 2018,3,6,9,12317,12326
Lincoln,August 31 2019,2,10,12,12467,12479
Lincoln,August 31 2020,5,11,16,12275,12291
Lincoln,August 31 2021,7,15,22,12464,12486
Lincoln,August 31 2022,9,16,25,12536,12561
Lincoln,August 31 2023,19,21,40,12316,12356
Lincoln,December 31 2017,2,5,7,12059,12066
Lincoln,December 31 2018,2,5,7,12416,12423
Lincoln,December 31 2019,1,11,12,12485,12497
Lincoln,December 31 2020,5,12,17,12313,12330
Lincoln,December 31 2021,7,16,23,12537,12560
Lincoln,December 31 2022,12,18,30,12612,12642
Lincoln,February 28 2017,2,4,6,11970,11976
Lincoln,February 28 2018,2,5,7,12102,12109
Lincoln,February 28 2019,3,5,8,12399,12407
Lincoln,February 28 2021,6,13,19,12333,12352
Lincoln,February 28 2022,7,17,24,12525,12549
Lincoln,February 28 2023,16,17,33,12595,12628
Lincoln,February 29 2020,1,12,13,12437,12450
Lincoln,January 31 2017,2,4,6,12003,12009
Lincoln,January 31 2018,2,5,7,12088,12095
Lincoln,January 31 2019,2,5,7,12418,12425
Lincoln,January 31 2020,1,11,12,12456,12468
Lincoln,January 31 2021,6,12,18,12321,12339
Lincoln,January 31 2022,6,17,23,12568,12591
Lincoln,January 31 2023,14,19,33,12619,12652
Lincoln,July 31 2017,2,5,7,11961,11968
Lincoln,July 31 2018,3,6,9,12302,12311
Lincoln,July 31 2019,2,10,12,12475,12487
Lincoln,July 31 2020,5,11,16,12307,12323
Lincoln,July 31 2021,6,15,21,12476,12497
Lincoln,July 31 2022,9,16,25,12543,12568
Lincoln,July 31 2023,18,20,38,12394,12432
Lincoln,June 30 2017,2,5,7,11953,11960
Lincoln,June 30 2018,2,6,8,12241,12249
Lincoln,June 30 2019,2,8,10,12450,12460
Lincoln,June 30 2020,5,12,17,12246,12263
Lincoln,June 30 2021,5,13,18,12488,12506
Lincoln,June 30 2022,8,18,26,12537,12563
Lincoln,June 30 2023,16,19,35,12476,12511
Lincoln,March 31 2017,2,4,6,11972,11978
Lincoln,March 31 2018,2,5,7,12090,12097
Lincoln,March 31 2019,3,6,9,12414,12423
Lincoln,March 31 2020,2,12,14,12407,12421
Lincoln,March 31 2021,5,13,18,12420,12438
Lincoln,March 31 2022,7,18,25,12498,12523
Lincoln,March 31 2023,18,17,35,12554,12589
Lincoln,May 31 2017,2,5,7,11963,11970
Lincoln,May 31 2018,2,6,8,12178,12186
Lincoln,May 31 2019,3,8,11,12465,12476
Lincoln,May 31 2020,4,12,16,12256,12272
Lincoln,May 31 2021,5,13,18,12483,12501
Lincoln,May 31 2022,8,18,26,12528,12554
Lincoln,May 31 2023,16,18,34,12541,12575
Lincoln,November 30 2017,2,5,7,12033,12040
Lincoln,November 30 2018,2,6,8,12398,12406
Lincoln,November 30 2019,1,11,12,12492,12504
Lincoln,November 30 2020,5,11,16,12273,12289
Lincoln,November 30 2021,7,16,23,12498,12521
Lincoln,November 30 2022,12,19,31,12625,12656
Lincoln,October 31 2017,2,5,7,12063,12070
Lincoln,October 31 2018,2,6,8,12345,12353
Lincoln,October 31 2019,2,11,13,12521,12534
Lincoln,October 31 2020,5,10,15,12267,12282
Lincoln,October 31 2021,7,16,23,12506,12529
Lincoln,October 31 2022,12,17,29,12590,12619
Lincoln,September 30 2017,2,6,8,12032,12040
Lincoln,September 30 2018,2,6,8,12325,12333
Lincoln,September 30 2019,2,10,12,12495,12507
Lincoln,September 30 2020,5,10,15,12232,12247
Lincoln,September 30 2021,7,16,23,12461,12484
Lincoln,September 30 2022,10,16,26,12570,12596
Lincoln,September 30 2023,18,22,40,12092,12132
Mason,April 30 2017,49,64,113,62243,62356
Mason,April 30 2018,71,87,158,65197,65355
Mason,April 30 2019,117,118,235,67182,67417
Mason,April 30 2020,155,135,290,67737,68027
Mason,April 30 2021,191,134,325,69377,69702
Mason,April 30 2022,294,178,472,68641,69113
Mason,April 30 2023,427,204,631,67114,67745
Mason,August 31 2017,59,73,132,63258,63390
Mason,August 31 2018,92,97,189,66127,66316
Mason,August 31 2019,130,127,257,67833,68090
Mason,August 31 2020,162,133,295,68181,68476
Mason,August 31 2021,227,147,374,69384,69758
Mason,August 31 2022,334,177,511,67984,68495
Mason,August 31 2023,493,215,708,65698,66406
Mason,December 31 2017,66,75,141,64436,64577
Mason,December 31 2018,107,110,217,66647,66864
Mason,December 31 2019,142,135,277,68156,68433
Mason,December 31 2020,173,133,306,68588,68894
Mason,December 31 2021,266,158,424,68976,69400
Mason,December 31 2022,376,191,567,67731,68298
Mason,February 28 2017,47,63,110,61973,62083
Mason,February 28 2018,64,80,144,64773,64917
Mason,February 28 2019,109,117,226,66894,67120
Mason,February 28 2021,177,135,312,68694,69006
Mason,February 28 2022,280,166,446,68901,69347
Mason,February 28 2023,403,199,602,67551,68153
Mason,February 29 2020,150,135,285,68191,68476
Mason,January 31 2017,48,60,108,61993,62101
Mason,January 31 2018,65,77,142,64621,64763
Mason,January 31 2019,108,115,223,66874,67097
Mason,January 31 2020,150,135,285,68180,68465
Mason,January 31 2021,179,137,316,68705,69021
Mason,January 31 2022,272,161,433,68947,69380
Mason,January 31 2023,388,192,580,67676,68256
Mason,July 31 2017,57,71,128,62893,63021
Mason,July 31 2018,87,93,180,65910,66090
Mason,July 31 2019,127,126,253,67718,67971
Mason,July 31 2020,160,134,294,68081,68375
Mason,July 31 2021,216,139,355,69429,69784
Mason,July 31 2022,324,176,500,68094,68594
Mason,July 31 2023,479,212,691,66288,66979
Mason,June 30 2017,56,68,124,62724,62848
Mason,June 30 2018,82,92,174,65663,65837
Mason,June 30 2019,124,122,246,67539,67785
Mason,June 30 2020,159,135,294,67871,68165
Mason,June 30 2021,215,140,355,69500,69855
Mason,June 30 2022,312,177,489,68408,68897
Mason,June 30 2023,455,205,660,66720,67380
Mason,March 31 2017,50,65,115,62158,62273
Mason,March 31 2018,68,83,151,65007,65158
Mason,March 31 2019,114,117,231,66979,67210
Mason,March 31 2020,153,135,288,68082,68370
Mason,March 31 2021,185,137,322,69052,69374
Mason,March 31 2022,286,171,457,68795,69252
Mason,March 31 2023,414,200,614,67282,67896
Mason,May 31 2017,51,66,117,62563,62680
Mason,May 31 2018,77,93,170,65463,65633
Mason,May 31 2019,121,120,241,67367,67608
Mason,May 31 2020,157,137,294,67680,67974
Mason,May 31 2021,207,136,343,69442,69785
Mason,May 31 2022,305,179,484,68390,68874
Mason,May 31 2023,440,206,646,66893,67539
Mason,November 30 2017,63,72,135,64145,64280
Mason,November 30 2018,103,110,213,66608,66821
Mason,November 30 2019,140,130,270,68110,68380
Mason,November 30 2020,169,135,304,68351,68655
Mason,November 30 2021,255,158,413,69044,69457
Mason,November 30 2022,367,190,557,67837,68394
Mason,October 31 2017,61,74,135,63925,64060
Mason,October 31 2018,101,108,209,66522,66731
Mason,October 31 2019,140,129,269,68021,68290
Mason,October 31 2020,165,134,299,68325,68624
Mason,October 31 2021,246,156,402,69167,69569
Mason,October 31 2022,356,187,543,67890,68433
Mason,September 30 2017,61,73,134,63554,63688
Mason,September 30 2018,94,100,194,66269,66463
Mason,September 30 2019,133,129,262,67873,68135
Mason,September 30 2020,162,131,293,68257,68550
Mason,September 30 2021,239,151,390,69261,69651
Mason,September 30 2022,343,178,521,67931,68452
Mason,September 30 2023,501,212,713,64521,65234
Okanogan,April 30 2017,3,16,19,41847,41866
Okanogan,April 30 2018,8,19,27,42167,42194
Okanogan,April 30 2019,20,22,42,42495,42537
Okanogan,April 30 2020,34,31,65,42273,42338
Okanogan,April 30 2021,60,36,96,43160,43256
Okanogan,April 30 2022,79,48,127,43146,43273
Okanogan,April 30 2023,124,58,182,42529,42711
Okanogan,August 31 2017,4,18,22,41909,41931
Okanogan,August 31 2018,10,20,30,42530,42560
Okanogan,August 31 2019,25,26,51,42666,42717
Okanogan,August 31 2020,40,34,74,42519,42593
Okanogan,August 31 2021,66,45,111,43219,43330
Okanogan,August 31 2022,89,48,137,42850,42987
Okanogan,August 31 2023,144,67,211,41725,41936
Okanogan,December 31 2017,7,18,25,42002,42027
Okanogan,December 31 2018,16,22,38,42554,42592
Okanogan,December 31 2019,30,30,60,42784,42844
Okanogan,December 31 2020,55,36,91,42674,42765
Okanogan,December 31 2021,69,45,114,43283,43397
Okanogan,December 31 2022,101,52,153,42615,42768
Okanogan,February 28 2017,3,15,18,41970,41988
Okanogan,February 28 2018,7,19,26,41963,41989
Okanogan,February 28 2019,19,21,40,42430,42470
Okanogan,February 28 2021,56,35,91,42758,42849
Okanogan,February 28 2022,74,47,121,43181,43302
Okanogan,February 28 2023,111,56,167,42597,42764
Okanogan,February 29 2020,34,31,65,42617,42682
Okanogan,January 31 2017,3,15,18,42185,42203
Okanogan,January 31 2018,7,19,26,42032,42058
Okanogan,January 31 2019,18,21,39,42527,42566
Okanogan,January 31 2020,32,30,62,42775,42837
Okanogan,January 31 2021,56,36,92,42729,42821
Okanogan,January 31 2022,70,47,117,43219,43336
Okanogan,January 31 2023,109,53,162,42584,42746
Okanogan,July 31 2017,4,18,22,41855,41877
Okanogan,July 31 2018,9,20,29,42446,42475
Okanogan,July 31 2019,23,26,49,42609,42658
Okanogan,July 31 2020,37,34,71,42414,42485
Okanogan,July 31 2021,65,43,108,43285,43393
Okanogan,July 31 2022,89,49,138,42879,43017
Okanogan,July 31 2023,137,65,202,42082,42284
Okanogan,June 30 2017,4,17,21,41906,41927
Okanogan,June 30 2018,9,19,28,42383,42411
Okanogan,June 30 2019,22,25,47,42555,42602
Okanogan,June 30 2020,36,33,69,42291,42360
Okanogan,June 30 2021,63,38,101,43263,43364
Okanogan,June 30 2022,84,50,134,43032,43166
Okanogan,June 30 2023,132,64,196,42400,42596
Okanogan,March 31 2017,3,16,19,41942,41961
Okanogan,March 31 2018,7,19,26,42059,42085
Okanogan,March 31 2019,20,21,41,42343,42384
Okanogan,March 31 2020,34,31,65,42525,42590
Okanogan,March 31 2021,57,35,92,42892,42984
Okanogan,March 31 2022,77,46,123,43207,43330
Okanogan,March 31 2023,119,58,177,42578,42755
Okanogan,May 31 2017,3,16,19,41896,41915
Okanogan,May 31 2018,8,19,27,42289,42316
Okanogan,May 31 2019,21,23,44,42575,42619
Okanogan,May 31 2020,34,33,67,42268,42335
Okanogan,May 31 2021,61,37,98,43163,43261
Okanogan,May 31 2022,82,51,133,43068,43201
Okanogan,May 31 2023,132,62,194,42534,42728
Okanogan,November 30 2017,5,17,22,41997,42019
Okanogan,November 30 2018,15,22,37,42620,42657
Okanogan,November 30 2019,27,30,57,42788,42845
Okanogan,November 30 2020,51,37,88,42561,42649
Okanogan,November 30 2021,67,43,110,43285,43395
Okanogan,November 30 2022,102,51,153,42714,42867
Okanogan,October 31 2017,5,17,22,41952,41974
Okanogan,October 31 2018,15,21,36,42606,42642
Okanogan,October 31 2019,24,28,52,42771,42823
Okanogan,October 31 2020,47,36,83,42562,42645
Okanogan,October 31 2021,66,44,110,43246,43356
Okanogan,October 31 2022,97,49,146,42748,42894
Okanogan,September 30 2017,5,18,23,41919,41942
Okanogan,September 30 2018,10,20,30,42550,42580
Okanogan,September 30 2019,24,26,50,42731,42781
Okanogan,September 30 2020,45,36,81,42509,42590
Okanogan,September 30 2021,67,44,111,43238,43349
Okanogan,September 30 2022,94,49,143,42826,42969
Okanogan,September 30 2023,142,70,212,40889,41101
Pacific,April 30 2017,9,8,17,22541,22558
Pacific,April 30 2018,14,19,33,23083,23116
Pacific,April 30 2019,23,28,51,23579,23630
Pacific,April 30 2020,30,34,64,23499,23563
Pacific,April 30 2021,41,41,82,23985,24067
Pacific,April 30 2022,60,68,128,23911,24039
Pacific,April 30 2023,80,89,169,23429,23598
Pacific,August 31 2017,10,9,19,22760,22779
Pacific,August 31 2018,19,22,41,23299,23340
Pacific,August 31 2019,23,29,52,23722,23774
Pacific,August 31 2020,32,33,65,23430,23495
Pacific,August 31 2021,48,54,102,24038,24140
Pacific,August 31 2022,70,72,142,23637,23779
Pacific,August 31 2023,86,91,177,23145,23322
Pacific,December 31 2017,15,13,28,22948,22976
Pacific,December 31 2018,21,25,46,23444,23490
Pacific,December 31 2019,30,30,60,23838,23898
Pacific,December 31 2020,34,35,69,23516,23585
Pacific,December 31 2021,51,64,115,24083,24198
Pacific,December 31 2022,76,80,156,23567,23723
Pacific,February 28 2017,5,6,11,22478,22489
Pacific,February 28 2018,15,17,32,23023,23055
Pacific,February 28 2019,22,26,48,23495,23543
Pacific,February 28 2021,37,38,75,23645,23720
Pacific,February 28 2022,58,65,123,24028,24151
Pacific,February 28 2023,74,82,156,23512,23668
Pacific,February 29 2020,30,32,62,23813,23875
Pacific,January 31 2017,5,6,11,22538,22549
Pacific,January 31 2018,15,13,28,22986,23014
Pacific,January 31 2019,22,26,48,23494,23542
Pacific,January 31 2020,30,31,61,23841,23902
Pacific,January 31 2021,35,37,72,23597,23669
Pacific,January 31 2022,55,63,118,24075,24193
Pacific,January 31 2023,74,81,155,23552,23707
Pacific,July 31 2017,10,9,19,22688,22707
Pacific,July 31 2018,19,21,40,23231,23271
Pacific,July 31 2019,24,30,54,23695,23749
Pacific,July 31 2020,33,33,66,23477,23543
Pacific,July 31 2021,46,53,99,23987,24086
Pacific,July 31 2022,64,71,135,23707,23842
Pacific,July 31 2023,83,91,174,23290,23464
Pacific,June 30 2017,10,7,17,22612,22629
Pacific,June 30 2018,17,20,37,23171,23208
Pacific,June 30 2019,25,29,54,23626,23680
Pacific,June 30 2020,33,33,66,23450,23516
Pacific,June 30 2021,45,53,98,24017,24115
Pacific,June 30 2022,61,71,132,23802,23934
Pacific,June 30 2023,81,90,171,23346,23517
Pacific,March 31 2017,6,8,14,22553,22567
Pacific,March 31 2018,15,18,33,23039,23072
Pacific,March 31 2019,23,26,49,23502,23551
Pacific,March 31 2020,29,34,63,23733,23796
Pacific,March 31 2021,39,40,79,23794,23873
Pacific,March 31 2022,61,68,129,24003,24132
Pacific,March 31 2023,78,84,162,23460,23622
Pacific,May 31 2017,9,7,16,22597,22613
Pacific,May 31 2018,16,19,35,23139,23174
Pacific,May 31 2019,24,28,52,23610,23662
Pacific,May 31 2020,31,33,64,23325,23389
Pacific,May 31 2021,43,47,90,24004,24094
Pacific,May 31 2022,60,68,128,23858,23986
Pacific,May 31 2023,80,90,170,23405,23575
Pacific,November 30 2017,15,11,26,22867,22893
Pacific,November 30 2018,20,23,43,23418,23461
Pacific,November 30 2019,29,30,59,23851,23910
Pacific,November 30 2020,36,34,70,23496,23566
Pacific,November 30 2021,51,64,115,24071,24186
Pacific,November 30 2022,71,79,150,23595,23745
Pacific,October 31 2017,14,10,24,22840,22864
Pacific,October 31 2018,19,23,42,23393,23435
Pacific,October 31 2019,30,29,59,23832,23891
Pacific,October 31 2020,34,34,68,23474,23542
Pacific,October 31 2021,49,59,108,24099,24207
Pacific,October 31 2022,69,74,143,23609,23752
Pacific,September 30 2017,12,9,21,22773,22794
Pacific,September 30 2018,18,22,40,23363,23403
Pacific,September 30 2019,25,29,54,23750,23804
Pacific,September 30 2020,32,34,66,23455,23521
Pacific,September 30 2021,49,57,106,24067,24173
Pacific,September 30 2022,70,74,144,23629,23773
Pacific,September 30 2023,91,95,186,22718,22904
Pend Oreille,April 30 2017,1,4,5,14904,14909
Pend Oreille,April 30 2018,4,5,9,15128,15137
Pend Oreille,April 30 2019,4,5,9,15256,15265
Pend Oreille,April 30 2020,8,6,14,14994,15008
Pend Oreille,April 30 2021,14,5,19,15036,15055
Pend Oreille,April 30 2022,16,10,26,14681,14707
Pend Oreille,April 30 2023,31,13,44,14517,14561
Pend Oreille,August 31 2017,3,4,7,14911,14918
Pend Oreille,August 31 2018,5,5,10,15299,15309
Pend Oreille,August 31 2019,5,6,11,15213,15224
Pend Oreille,August 31 2020,8,5,13,14973,14986
Pend Oreille,August 31 2021,16,7,23,14963,14986
Pend Oreille,August 31 2022,18,12,30,14659,14689
Pend Oreille,August 31 2023,30,17,47,14275,14322
Pend Oreille,December 31 2017,3,4,7,15058,15065
Pend Oreille,December 31 2018,5,5,10,15269,15279
Pend Oreille,December 31 2019,7,7,14,15283,15297
Pend Oreille,December 31 2020,12,4,16,14883,14899
Pend Oreille,December 31 2021,18,9,27,14823,14850
Pend Oreille,December 31 2022,21,13,34,14543,14577
Pend Oreille,February 28 2017,1,4,5,14871,14876
Pend Oreille,February 28 2018,4,3,7,15049,15056
Pend Oreille,February 28 2019,5,5,10,15219,15229
Pend Oreille,February 28 2021,12,4,16,14912,14928
Pend Oreille,February 28 2022,17,9,26,14785,14811
Pend Oreille,February 28 2023,26,13,39,14514,14553
Pend Oreille,February 29 2020,8,7,15,15215,15230
Pend Oreille,January 31 2017,1,4,5,14938,14943
Pend Oreille,January 31 2018,4,4,8,15059,15067
Pend Oreille,January 31 2019,5,5,10,15279,15289
Pend Oreille,January 31 2020,8,7,15,15245,15260
Pend Oreille,January 31 2021,12,3,15,14895,14910
Pend Oreille,January 31 2022,17,9,26,14840,14866
Pend Oreille,January 31 2023,23,14,37,14523,14560
Pend Oreille,July 31 2017,3,4,7,14902,14909
Pend Oreille,July 31 2018,5,5,10,15276,15286
Pend Oreille,July 31 2019,4,6,10,15264,15274
Pend Oreille,July 31 2020,7,5,12,15005,15017
Pend Oreille,July 31 2021,15,7,22,15005,15027
Pend Oreille,July 31 2022,18,12,30,14684,14714
Pend Oreille,July 31 2023,30,15,45,14358,14403
Pend Oreille,June 30 2017,3,4,7,14889,14896
Pend Oreille,June 30 2018,5,5,10,15228,15238
Pend Oreille,June 30 2019,4,5,9,15260,15269
Pend Oreille,June 30 2020,7,6,13,15000,15013
Pend Oreille,June 30 2021,14,7,21,15011,15032
Pend Oreille,June 30 2022,17,11,28,14720,14748
Pend Oreille,June 30 2023,30,13,43,14447,14490
Pend Oreille,March 31 2017,1,4,5,14888,14893
Pend Oreille,March 31 2018,4,3,7,15113,15120
Pend Oreille,March 31 2019,5,5,10,15193,15203
Pend Oreille,March 31 2020,8,7,15,15124,15139
Pend Oreille,March 31 2021,12,6,18,15001,15019
Pend Oreille,March 31 2022,16,10,26,14732,14758
Pend Oreille,March 31 2023,28,13,41,14512,14553
Pend Oreille,May 31 2017,2,4,6,14875,14881
Pend Oreille,May 31 2018,4,5,9,15178,15187
Pend Oreille,May 31 2019,4,5,9,15277,15286
Pend Oreille,May 31 2020,7,6,13,14956,14969
Pend Oreille,May 31 2021,14,6,20,15018,15038
Pend Oreille,May 31 2022,16,11,27,14636,14663
Pend Oreille,May 31 2023,30,11,41,14489,14530
Pend Oreille,November 30 2017,3,4,7,15024,15031
Pend Oreille,November 30 2018,5,5,10,15298,15308
Pend Oreille,November 30 2019,7,7,14,15246,15260
Pend Oreille,November 30 2020,9,4,13,14861,14874
Pend Oreille,November 30 2021,18,7,25,14856,14881
Pend Oreille,November 30 2022,19,13,32,14583,14615
Pend Oreille,October 31 2017,3,4,7,14934,14941
Pend Oreille,October 31 2018,6,5,11,15338,15349
Pend Oreille,October 31 2019,7,6,13,15229,15242
Pend Oreille,October 31 2020,8,4,12,14872,14884
Pend Oreille,October 31 2021,18,7,25,14887,14912
Pend Oreille,October 31 2022,18,12,30,14620,14650
Pend Oreille,September 30 2017,3,4,7,14925,14932
Pend Oreille,September 30 2018,5,5,10,15331,15341
Pend Oreille,September 30 2019,6,6,12,15181,15193
Pend Oreille,September 30 2020,8,4,12,14913,14925
Pend Oreille,September 30 2021,17,7,24,14924,14948
Pend Oreille,September 30 2022,18,12,30,14653,14683
Pend Oreille,September 30 2023,29,17,46,14010,14056
Pierce,April 30 2017,917,807,1724,663534,665258
Pierce,April 30 2018,1154,1091,2245,666495,668740
Pierce,April 30 2019,1692,1485,3177,680199,683376
Pierce,April 30 2020,2347,1681,4028,689898,693926
Pierce,April 30 2021,3271,1902,5173,705657,710830
Pierce,April 30 2022,4837,2261,7098,691686,698784
Pierce,April 30 2023,7276,2674,9950,670003,679953
Pierce,August 31 2017,999,866,1865,662118,663983
Pierce,August 31 2018,1303,1224,2527,673108,675635
Pierce,August 31 2019,1930,1583,3513,685042,688555
Pierce,August 31 2020,2519,1703,4222,695752,699974
Pierce,August 31 2021,3773,2028,5801,704563,710364
Pierce,August 31 2022,5459,2396,7855,683504,691359
Pierce,August 31 2023,8438,2887,11325,654941,666266
Pierce,December 31 2017,1071,963,2034,663447,665481
Pierce,December 31 2018,1509,1373,2882,677955,680837
Pierce,December 31 2019,2127,1650,3777,688665,692442
Pierce,December 31 2020,2825,1770,4595,700295,704890
Pierce,December 31 2021,4234,2123,6357,700358,706715
Pierce,December 31 2022,6241,2510,8751,678496,687247
Pierce,February 28 2017,862,778,1640,665288,666928
Pierce,February 28 2018,1116,1028,2144,663401,665545
Pierce,February 28 2019,1611,1428,3039,677785,680824
Pierce,February 28 2021,3028,1809,4837,700363,705200
Pierce,February 28 2022,4484,2173,6657,696439,703096
Pierce,February 28 2023,6705,2581,9286,674715,684001
Pierce,February 29 2020,2253,1683,3936,692593,696529
Pierce,January 31 2017,822,751,1573,667042,668615
Pierce,January 31 2018,1095,996,2091,664539,666630
Pierce,January 31 2019,1581,1423,3004,678837,681841
Pierce,January 31 2020,2229,1678,3907,691893,695800
Pierce,January 31 2021,2963,1789,4752,700458,705210
Pierce,January 31 2022,4365,2149,6514,698336,704850
Pierce,January 31 2023,6494,2549,9043,676900,685943
Pierce,July 31 2017,986,856,1842,661926,663768
Pierce,July 31 2018,1262,1194,2456,671543,673999
Pierce,July 31 2019,1877,1569,3446,684304,687750
Pierce,July 31 2020,2467,1696,4163,694280,698443
Pierce,July 31 2021,3636,2015,5651,705294,710945
Pierce,July 31 2022,5262,2335,7597,684919,692516
Pierce,July 31 2023,8023,2832,10855,660621,671476
Pierce,June 30 2017,956,842,1798,662457,664255
Pierce,June 30 2018,1228,1173,2401,670072,672473
Pierce,June 30 2019,1808,1555,3363,682792,686155
Pierce,June 30 2020,2380,1691,4071,691720,695791
Pierce,June 30 2021,3469,1996,5465,706361,711826
Pierce,June 30 2022,5066,2308,7374,687677,695051
Pierce,June 30 2023,7757,2787,10544,664797,675341
Pierce,March 31 2017,876,784,1660,664505,666165
Pierce,March 31 2018,1126,1053,2179,664931,667110
Pierce,March 31 2019,1635,1456,3091,678375,681466
Pierce,March 31 2020,2310,1692,4002,692672,696674
Pierce,March 31 2021,3125,1844,4969,701940,706909
Pierce,March 31 2022,4629,2231,6860,693431,700291
Pierce,March 31 2023,6964,2626,9590,672182,681772
Pierce,May 31 2017,933,823,1756,662863,664619
Pierce,May 31 2018,1185,1125,2310,667990,670300
Pierce,May 31 2019,1751,1519,3270,681634,684904
Pierce,May 31 2020,2351,1674,4025,688799,692824
Pierce,May 31 2021,3381,1940,5321,705722,711043
Pierce,May 31 2022,4955,2288,7243,688835,696078
Pierce,May 31 2023,7562,2717,10279,667468,677747
Pierce,November 30 2017,1050,942,1992,663012,665004
Pierce,November 30 2018,1470,1339,2809,677432,680241
Pierce,November 30 2019,2083,1634,3717,688146,691863
Pierce,November 30 2020,2759,1755,4514,699324,703838
Pierce,November 30 2021,4128,2107,6235,702260,708495
Pierce,November 30 2022,6064,2474,8538,679811,688349
Pierce,October 31 2017,1040,916,1956,662470,664426
Pierce,October 31 2018,1405,1305,2710,675900,678610
Pierce,October 31 2019,2058,1628,3686,687563,691249
Pierce,October 31 2020,2660,1739,4399,699076,703475
Pierce,October 31 2021,4000,2081,6081,702961,709042
Pierce,October 31 2022,5804,2446,8250,680867,689117
Pierce,September 30 2017,1012,898,1910,662211,664121
Pierce,September 30 2018,1325,1267,2592,673982,676574
Pierce,September 30 2019,1966,1601,3567,685821,689388
Pierce,September 30 2020,2575,1709,4284,697746,702030
Pierce,September 30 2021,3876,2066,5942,704290,710232
Pierce,September 30 2022,5572,2426,7998,682088,690086
Pierce,September 30 2023,8588,2929,11517,643453,654970
San Juan,April 30 2017,98,35,133,19029,19162
San Juan,April 30 2018,141,53,194,19657,19851
San Juan,April 30 2019,204,69,273,20160,20433
San Juan,April 30 2020,295,88,383,20048,20431
San Juan,April 30 2021,406,125,531,20052,20583
San Juan,April 30 2022,495,155,650,20103,20753
San Juan,April 30 2023,617,175,792,19739,20531
San Juan,August 31 2017,113,39,152,19193,19345
San Juan,August 31 2018,152,66,218,19902,20120
San Juan,August 31 2019,225,73,298,20326,20624
San Juan,August 31 2020,320,100,420,19757,20177
San Juan,August 31 2021,452,141,593,20178,20771
San Juan,August 31 2022,535,162,697,19936,20633
San Juan,August 31 2023,660,173,833,19409,20242
San Juan,December 31 2017,132,43,175,19455,19630
San Juan,December 31 2018,183,69,252,20036,20288
San Juan,December 31 2019,253,79,332,20335,20667
San Juan,December 31 2020,365,111,476,19888,20364
San Juan,December 31 2021,478,149,627,20183,20810
San Juan,December 31 2022,569,170,739,19817,20556
San Juan,February 28 2017,88,31,119,18975,19094
San Juan,February 28 2018,140,48,188,19561,19749
San Juan,February 28 2019,193,69,262,20067,20329
San Juan,February 28 2021,383,118,501,19918,20419
San Juan,February 28 2022,486,152,638,20186,20824
San Juan,February 28 2023,590,172,762,19787,20549
San Juan,February 29 2020,279,82,361,20248,20609
San Juan,January 31 2017,84,31,115,18941,19056
San Juan,January 31 2018,137,46,183,19569,19752
San Juan,January 31 2019,190,68,258,20051,20309
San Juan,January 31 2020,265,83,348,20323,20671
San Juan,January 31 2021,377,113,490,19883,20373
San Juan,January 31 2022,483,151,634,20187,20821
San Juan,January 31 2023,581,173,754,19791,20545
San Juan,July 31 2017,112,39,151,19109,19260
San Juan,July 31 2018,149,62,211,19842,20053
San Juan,July 31 2019,220,72,292,20329,20621
San Juan,July 31 2020,311,94,405,19795,20200
San Juan,July 31 2021,443,139,582,20189,20771
San Juan,July 31 2022,525,160,685,19961,20646
San Juan,July 31 2023,645,172,817,19561,20378
San Juan,June 30 2017,107,40,147,19085,19232
San Juan,June 30 2018,145,61,206,19780,19986
San Juan,June 30 2019,212,72,284,20269,20553
San Juan,June 30 2020,302,93,395,19815,20210
San Juan,June 30 2021,431,135,566,20190,20756
San Juan,June 30 2022,514,157,671,20040,20711
San Juan,June 30 2023,630,177,807,19638,20445
San Juan,March 31 2017,88,34,122,19002,19124
San Juan,March 31 2018,140,50,190,19595,19785
San Juan,March 31 2019,197,70,267,20095,20362
San Juan,March 31 2020,291,86,377,20206,20583
San Juan,March 31 2021,394,123,517,19996,20513
San Juan,March 31 2022,493,152,645,20115,20760
San Juan,March 31 2023,606,174,780,19764,20544
San Juan,May 31 2017,104,38,142,19038,19180
San Juan,May 31 2018,141,56,197,19746,19943
San Juan,May 31 2019,207,71,278,20201,20479
San Juan,May 31 2020,298,91,389,19915,20304
San Juan,May 31 2021,423,131,554,20136,20690
San Juan,May 31 2022,500,152,652,20063,20715
San Juan,May 31 2023,625,176,801,19687,20488
San Juan,November 30 2017,126,41,167,19357,19524
San Juan,November 30 2018,176,68,244,20013,20257
San Juan,November 30 2019,243,78,321,20327,20648
San Juan,November 30 2020,355,106,461,19876,20337
San Juan,November 30 2021,473,147,620,20183,20803
San Juan,November 30 2022,561,168,729,19914,20643
San Juan,October 31 2017,127,40,167,19326,19493
San Juan,October 31 2018,169,69,238,19993,20231
San Juan,October 31 2019,236,76,312,20327,20639
San Juan,October 31 2020,340,103,443,19825,20268
San Juan,October 31 2021,469,146,615,20158,20773
San Juan,October 31 2022,556,165,721,19929,20650
