Location,County,Location - RegionId,Indicator,Indicator Name,Indicator - Reference Name,Measure,Measure Name,Measure - Units,Scale,Units,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
0500000US53015,Cowlitz County,US_WA015,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,40506,40463,40517,40723,40890,41341,41628
0500000US53015,Cowlitz County,US_WA015,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,24728,25412,25793,26599,27285,28157,28370
0500000US53015,Cowlitz County,US_WA015,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,15510,16122,16664,17333,18030,18381,18974,19626,20187,20340
0500000US53013,Columbia County,US_WA013,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,786,799,785,750,725,746,786,780,691,742
0500000US53013,Columbia County,US_WA013,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,151,182,195,160,174,170,176
0500000US53013,Columbia County,US_WA013,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,599,543,551,626,606,521,566
0500000US53013,Columbia County,US_WA013,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,774,783,772,717,704,731,740,740,691,742
0500000US53013,Columbia County,US_WA013,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,2214,2191,2195,2172,2144,2149,2095,2062,2160,2078
0500000US53013,Columbia County,US_WA013,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,616,577,563,544,516,562,511
0500000US53013,Columbia County,US_WA013,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,1556,1567,1586,1551,1546,1598,1567
0500000US53013,Columbia County,US_WA013,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,1303,1339,1341,1408,1426,1450,1453
0500000US53013,Columbia County,US_WA013,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,930,958,973,992,1023,1046,1065,1102,1130,1110
0500000US53011,Clark County,US_WA011,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,110347,110716,110983,111367,111922,112316,112609,112755,112917,115699
0500000US53011,Clark County,US_WA011,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,27921,28371,28344,28508,28655,28574,28699
0500000US53011,Clark County,US_WA011,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,83446,83551,83972,84101,84100,84343,87000
0500000US53011,Clark County,US_WA011,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,109764,110027,110137,110627,111189,111331,111809,111968,112157,114907
0500000US53011,Clark County,US_WA011,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,263525,265728,268468,271182,273748,277409,281397,285486,290378,299584
0500000US53011,Clark County,US_WA011,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,93239,93882,95235,97347,99548,102146,105117
0500000US53011,Clark County,US_WA011,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,177943,179866,182174,184050,185938,188232,194467
0500000US53011,Clark County,US_WA011,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,84835,88848,92043,96058,99582,103755,107470
0500000US53011,Clark County,US_WA011,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,48999,51778,54643,57855,61308,63716,66993,70418,73770,76459
0500000US53009,Clallam County,US_WA009,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,12685,12568,12385,12432,12443,12437,12597,12632,12675,12748
0500000US53009,Clallam County,US_WA009,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,3261,3376,3384,3530,3451,3424,3288
0500000US53009,Clallam County,US_WA009,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,9171,9067,9053,9067,9181,9251,9460
0500000US53009,Clallam County,US_WA009,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,12612,12443,12202,12192,12121,12102,12320,12428,12531,12722
0500000US53009,Clallam County,US_WA009,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,40245,40192,40162,40091,39956,39877,40132,40162,40521,40540
0500000US53009,Clallam County,US_WA009,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,12412,12438,12275,12495,12428,12625,12589
0500000US53009,Clallam County,US_WA009,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,27679,27518,27602,27637,27734,27896,27951
0500000US53009,Clallam County,US_WA009,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,25078,25797,26243,26851,28063,29099,29293
0500000US53009,Clallam County,US_WA009,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,16956,17524,18022,18635,19279,19782,20502,21346,22270,22478
0500000US53007,Chelan County,US_WA007,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,17485,17639,17897,17849,17799,17791,17739,17615,17627,18177
0500000US53007,Chelan County,US_WA007,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,4989,4888,4732,4567,4440,4453,4532
0500000US53007,Chelan County,US_WA007,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,12860,12911,13059,13172,13175,13174,13645
0500000US53007,Chelan County,US_WA007,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,17400,17494,17747,17699,17651,17579,17602,17516,17502,18055
0500000US53007,Chelan County,US_WA007,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,43025,43394,43268,43318,43206,43309,43451,43568,43604,44800
0500000US53007,Chelan County,US_WA007,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,15336,15383,15379,15207,15345,15398,15814
0500000US53007,Chelan County,US_WA007,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,27982,27823,27930,28244,28223,28206,28986
0500000US53007,Chelan County,US_WA007,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,17028,17815,18141,18774,19183,19752,20292
0500000US53007,Chelan County,US_WA007,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,10972,11160,11719,12222,12837,12997,13523,13890,14378,14664
0500000US53037,Kittitas County,US_WA037,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,7379,7403,7499,7524,7513,7599,7686,7768,7777,7363
0500000US53037,Kittitas County,US_WA037,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,2091,2087,2094,2100,2083,2112,1832
0500000US53037,Kittitas County,US_WA037,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,5433,5426,5505,5586,5685,5665,5531
0500000US53037,Kittitas County,US_WA037,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,7298,7310,7447,7487,7497,7558,7659,7730,7750,7348
0500000US53037,Kittitas County,US_WA037,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,26141,26080,26227,26384,26602,27161,27866,28420,29164,27246
0500000US53037,Kittitas County,US_WA037,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,12231,12166,12546,13067,13209,13743,12562
0500000US53037,Kittitas County,US_WA037,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,14153,14436,14615,14799,15211,15421,14684
0500000US53037,Kittitas County,US_WA037,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,8438,8760,9192,9679,10069,10630,10021
0500000US53037,Kittitas County,US_WA037,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,5122,5380,5561,5833,6140,6443,6761,7133,7459,6982
0500000US53039,Klickitat County,US_WA039,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,4401,4314,4328,4331,4225,4182,4187,4214,4238,4349
0500000US53039,Klickitat County,US_WA039,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,1175,1058,1034,1084,1077,999,1040
0500000US53039,Klickitat County,US_WA039,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,3156,3167,3148,3103,3137,3239,3309
0500000US53039,Klickitat County,US_WA039,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,4399,4312,4268,4268,4165,4092,4099,4191,4213,4339
0500000US53039,Klickitat County,US_WA039,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,12165,12190,12151,12145,12182,12266,12260,12301,12522,12703
0500000US53039,Klickitat County,US_WA039,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,3530,3521,3553,3366,3443,3612,3668
0500000US53039,Klickitat County,US_WA039,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,8615,8661,8713,8894,8858,8910,9035
0500000US53039,Klickitat County,US_WA039,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,6080,6145,6436,6808,6998,7082,7271
0500000US53039,Klickitat County,US_WA039,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,3677,3822,4010,4226,4390,4588,4842,5121,5211,5353
0500000US53041,Lewis County,US_WA041,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,16732,16628,16435,16322,16260,16186,16182,16313,16338,17032
0500000US53041,Lewis County,US_WA041,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,4380,4298,4301,4269,4368,4335,4495
0500000US53041,Lewis County,US_WA041,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,11942,11962,11885,11913,11945,12003,12537
0500000US53041,Lewis County,US_WA041,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,16602,16542,16357,16267,16212,16094,16068,16166,16184,16889
0500000US53041,Lewis County,US_WA041,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,44666,44552,44270,44046,43798,43815,44205,44666,45177,46362
0500000US53041,Lewis County,US_WA041,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,14493,14393,14490,14638,14755,15162,15414
0500000US53041,Lewis County,US_WA041,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,29553,29405,29325,29567,29911,30015,30948
0500000US53041,Lewis County,US_WA041,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,19300,19987,20222,21061,21746,22427,22609
0500000US53041,Lewis County,US_WA041,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,12794,13103,13554,13971,14560,14866,15410,15918,16448,16584
0500000US53043,Lincoln County,US_WA043,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,2334,2329,2301,2238,2206,2195,2204,2228,2266,2365
0500000US53043,Lincoln County,US_WA043,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,489,485,481,505,518,556,573
0500000US53043,Lincoln County,US_WA043,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,1749,1721,1714,1699,1710,1710,1792
0500000US53043,Lincoln County,US_WA043,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,2309,2315,2295,2229,2199,2186,2196,2219,2266,2365
0500000US53043,Lincoln County,US_WA043,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,5906,5834,5743,5663,5561,5524,5536,5582,5654,5671
0500000US53043,Lincoln County,US_WA043,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,1485,1442,1472,1509,1557,1597,1582
0500000US53043,Lincoln County,US_WA043,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,4178,4119,4052,4027,4025,4057,4089
0500000US53043,Lincoln County,US_WA043,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,3124,3185,3256,3334,3462,3555,3522
0500000US53043,Lincoln County,US_WA043,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,2175,2204,2247,2326,2411,2490,2544,2613,2678,2637
0500000US53045,Mason County,US_WA045,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,11706,11650,11575,11439,11508,11590,11891,12175,12474,12497
0500000US53045,Mason County,US_WA045,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,3228,3199,3161,3218,3305,3419,3377
0500000US53045,Mason County,US_WA045,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,8211,8309,8429,8673,8870,9055,9120
0500000US53045,Mason County,US_WA045,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,11582,11562,11472,11365,11444,11513,11790,12090,12325,12334
0500000US53045,Mason County,US_WA045,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,35816,35673,35671,35497,35480,35407,35730,36181,36972,36697
0500000US53045,Mason County,US_WA045,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,10793,11001,11019,11241,11526,12075,11923
0500000US53045,Mason County,US_WA045,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,24704,24479,24388,24489,24655,24897,24774
0500000US53045,Mason County,US_WA045,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,16934,17483,18179,18627,19527,20133,19861
0500000US53045,Mason County,US_WA045,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,11048,11385,11851,12179,12678,13139,13665,14170,14773,14607
0500000US53047,Okanogan County,US_WA047,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,9398,9520,9512,9489,9384,9414,9343,9401,9526,9546
0500000US53047,Okanogan County,US_WA047,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,2725,2646,2606,2526,2474,2458,2411
0500000US53047,Okanogan County,US_WA047,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,6764,6738,6808,6817,6927,7068,7135
0500000US53047,Okanogan County,US_WA047,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,9293,9418,9402,9367,9260,9217,9135,9265,9423,9470
0500000US53047,Okanogan County,US_WA047,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,24044,23843,23678,23595,23284,23088,23179,23127,22938,22852
0500000US53047,Okanogan County,US_WA047,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,7338,7298,7233,7336,7404,7329,7261
0500000US53047,Okanogan County,US_WA047,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,16257,15986,15855,15843,15723,15609,15591
0500000US53047,Okanogan County,US_WA047,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,10630,11053,11397,11743,11962,12422,12304
0500000US53047,Okanogan County,US_WA047,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,6855,7114,7386,7627,7997,8205,8439,8648,9017,8947
0500000US53049,Pacific County,US_WA049,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,3681,3597,3576,3536,3508,3505,3432,3369,3214,3337
0500000US53049,Pacific County,US_WA049,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,943,908,902,848,883,794,765
0500000US53049,Pacific County,US_WA049,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,2593,2600,2603,2584,2486,2420,2572
0500000US53049,Pacific County,US_WA049,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,3643,3563,3553,3530,3501,3505,3421,3355,3163,3264
0500000US53049,Pacific County,US_WA049,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,11823,11687,11469,11400,11313,11267,11369,11493,11586,11984
0500000US53049,Pacific County,US_WA049,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,3041,3044,3068,3135,3180,3206,3221
0500000US53049,Pacific County,US_WA049,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,8359,8269,8199,8234,8313,8380,8763
0500000US53049,Pacific County,US_WA049,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,7646,7863,7967,8280,8565,9002,9368
0500000US53049,Pacific County,US_WA049,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,5175,5262,5382,5480,5697,5950,6184,6517,6914,7255
0500000US53051,Pend Oreille County,US_WA051,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,2738,2690,2680,2643,2604,2564,2569,2499,2529,2548
0500000US53051,Pend Oreille County,US_WA051,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,583,633,604,609,589,579,579
0500000US53051,Pend Oreille County,US_WA051,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,2060,1971,1960,1960,1910,1950,1969
0500000US53051,Pend Oreille County,US_WA051,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,2710,2683,2673,2631,2591,2553,2558,2482,2522,2536
0500000US53051,Pend Oreille County,US_WA051,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,7627,7519,7402,7309,7229,7244,7245,7333,7388,7235
0500000US53051,Pend Oreille County,US_WA051,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,1797,1790,1864,1902,1975,2168,2139
0500000US53051,Pend Oreille County,US_WA051,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,5512,5439,5380,5343,5358,5220,5096
0500000US53051,Pend Oreille County,US_WA051,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,3958,4251,4367,4545,4676,4936,4653
0500000US53051,Pend Oreille County,US_WA051,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,2475,2594,2741,2872,3029,3117,3265,3374,3529,3389
0500000US53053,Pierce County,US_WA053,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,194218,194551,194207,194492,196106,198090,200824,202901,204980,209435
0500000US53053,Pierce County,US_WA053,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,55280,55788,56190,57118,57523,57652,56995
0500000US53053,Pierce County,US_WA053,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,139212,140318,141900,143706,145378,147328,152440
0500000US53053,Pierce County,US_WA053,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,193121,193544,193022,193179,194728,196754,199565,201738,204243,208585
0500000US53053,Pierce County,US_WA053,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,497523,501789,506424,512338,516952,523758,531589,540707,548870,559636
0500000US53053,Pierce County,US_WA053,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,194771,196529,199818,203192,208239,211703,212965
0500000US53053,Pierce County,US_WA053,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,317567,320423,323940,328397,332468,337167,346671
0500000US53053,Pierce County,US_WA053,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,143517,149837,154825,161046,168407,174613,179514
0500000US53053,Pierce County,US_WA053,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,86777,90180,93977,98109,103111,106672,111368,116391,120519,123164
0500000US53055,San Juan County,US_WA055,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,2406,2371,2304,2281,2205,2170,2141,2132,2093,2206
0500000US53055,San Juan County,US_WA055,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,479,456,451,460,464,463,487
0500000US53055,San Juan County,US_WA055,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,1802,1749,1719,1681,1668,1630,1719
0500000US53055,San Juan County,US_WA055,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,2373,2346,2277,2250,2172,2149,2119,2098,2071,2187
0500000US53055,San Juan County,US_WA055,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,9535,9362,9184,9061,8935,8909,8885,8941,8975,9322
0500000US53055,San Juan County,US_WA055,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,1978,1979,1967,2026,2041,2138,2250
0500000US53055,San Juan County,US_WA055,S1701_C01_008,35 to 64 years,AGE!!18 to 64 years!!35 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,,,,7083,6956,6942,6859,6900,6837,7072
0500000US53055,San Juan County,US_WA055,S1701_C01_009,60 years and over,AGE!!60 years and over,KN.M2,"Total, Estimate",Number,units,Number,,,,6242,6419,6601,6911,7181,7386,7734
0500000US53055,San Juan County,US_WA055,S1701_C01_010,65 years and over,AGE!!65 years and over,KN.M2,"Total, Estimate",Number,units,Number,3628,3876,4161,4413,4688,4914,5200,5480,5635,5891
0500000US53057,Skagit County,US_WA057,S1701_C01_002,Under 18 years,AGE!!Under 18 years,KN.M2,"Total, Estimate",Number,units,Number,27138,26660,26441,26313,26297,26488,27008,26740,26953,27112
0500000US53057,Skagit County,US_WA057,S1701_C01_003,Under 5 years,AGE!!Under 18 years!!Under 5 years,KN.M2,"Total, Estimate",Number,units,Number,,,,7120,7054,7123,7428,7257,7280,7097
0500000US53057,Skagit County,US_WA057,S1701_C01_004,5 to 17 years,AGE!!Under 18 years!!5 to 17 years,KN.M2,"Total, Estimate",Number,units,Number,,,,19193,19243,19365,19580,19483,19673,20015
0500000US53057,Skagit County,US_WA057,S1701_C01_005,Related children of householder under 18 years,AGE!!Under 18 years!!Related children of householder under 18 years,KN.M2,"Total, Estimate",Number,units,Number,26887,26466,26150,26048,26034,26241,26767,26533,26780,26938
0500000US53057,Skagit County,US_WA057,S1701_C01_006,18 to 64 years,AGE!!18 to 64 years,KN.M2,"Total, Estimate",Number,units,Number,69923,70012,69994,70106,70222,70659,71372,71845,72509,72962
0500000US53057,Skagit County,US_WA057,S1701_C01_007,18 to 34 years,AGE!!18 to 64 years!!18 to 34 years,KN.M2,"Total, Estimate",Number,units,Number,,,,24098,24228,24366,24714,25035,25257,25237
